conversation,ground_truth,allowed_restaurant,allowed_bank,pii_entities
"I said I'm Kai Nakamura, email kai.n@apexlogistics.com, phone 646-555-7710, and that I live in Queens.","[NAME, EMAIL, PHONE, location]","[PHONE, EMAIL]","[EMAIL, PHONE]","[{""text"": ""Kai Nakamura"", ""label"": ""PERSON"", ""start"": 11, ""end"": 23, ""source"": ""spacy""}, {""text"": ""kai.n@apexlogistics.com"", ""label"": ""ORG"", ""start"": 31, ""end"": 54, ""source"": ""spacy""}, {""text"": ""646"", ""label"": ""CARDINAL"", ""start"": 62, ""end"": 65, ""source"": ""spacy""}, {""text"": ""Queens"", ""label"": ""GPE"", ""start"": 95, ""end"": 101, ""source"": ""spacy""}, {""text"": ""kai.n@apexlogistics.com"", ""label"": ""EMAIL"", ""start"": 31, ""end"": 54, ""source"": ""regex""}, {""text"": ""646-555-7710"", ""label"": ""PHONE"", ""start"": 62, ""end"": 74, ""source"": ""regex""}]"
"I told them my DOB 1995-04-15, email yuki.tanaka@orionlabs.jp, phone 212-555-7700, and IP 10.0.8.8.","[DATE/DOB, EMAIL, PHONE, IP]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""DOB"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""1995-04-15"", ""label"": ""DATE"", ""start"": 19, ""end"": 29, ""source"": ""spacy""}, {""text"": ""212"", ""label"": ""CARDINAL"", ""start"": 69, ""end"": 72, ""source"": ""spacy""}, {""text"": ""IP"", ""label"": ""ORG"", ""start"": 87, ""end"": 89, ""source"": ""spacy""}, {""text"": ""yuki.tanaka@orionlabs.jp"", ""label"": ""EMAIL"", ""start"": 37, ""end"": 61, ""source"": ""regex""}, {""text"": ""212-555-7700"", ""label"": ""PHONE"", ""start"": 69, ""end"": 81, ""source"": ""regex""}, {""text"": ""10.0.8.8"", ""label"": ""IP_ADDRESS"", ""start"": 90, ""end"": 98, ""source"": ""regex""}]"
"Earlier I shared my SSN 120-44-5678, card ending 2203, email amir.rahman@vertex.ai, and name Amir Rahman.","[SSN, CREDIT_CARD, EMAIL, NAME]",[EMAIL],"[EMAIL, CREDIT_CARD, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 20, ""end"": 23, ""source"": ""spacy""}, {""text"": ""120"", ""label"": ""CARDINAL"", ""start"": 24, ""end"": 27, ""source"": ""spacy""}, {""text"": ""2203"", ""label"": ""DATE"", ""start"": 49, ""end"": 53, ""source"": ""spacy""}, {""text"": ""Amir Rahman"", ""label"": ""PERSON"", ""start"": 93, ""end"": 104, ""source"": ""spacy""}, {""text"": ""amir.rahman@vertex.ai"", ""label"": ""EMAIL"", ""start"": 61, ""end"": 82, ""source"": ""regex""}, {""text"": ""120-44-5678"", ""label"": ""SSN"", ""start"": 24, ""end"": 35, ""source"": ""regex""}]"
"I mentioned my phone 415-555-7705, email leila.farouk@greenspark.io, DOB 1990-11-11, and that I live in San Francisco.","[PHONE, EMAIL, DATE/DOB, location]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""415"", ""label"": ""CARDINAL"", ""start"": 21, ""end"": 24, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 69, ""end"": 72, ""source"": ""spacy""}, {""text"": ""1990-11-11"", ""label"": ""DATE"", ""start"": 73, ""end"": 83, ""source"": ""spacy""}, {""text"": ""San Francisco"", ""label"": ""GPE"", ""start"": 104, ""end"": 117, ""source"": ""spacy""}, {""text"": ""leila.farouk@greenspark.io"", ""label"": ""EMAIL"", ""start"": 41, ""end"": 67, ""source"": ""regex""}, {""text"": ""415-555-7705"", ""label"": ""PHONE"", ""start"": 21, ""end"": 33, ""source"": ""regex""}]"
"I said my IP 192.168.5.5, email tariq.hassan@sunriseenergy.com, age 36, sex male, and name Tariq Hassan.","[IP, EMAIL, age, sex, NAME]",[EMAIL],[EMAIL],"[{""text"": ""IP 192.168.5.5"", ""label"": ""ORG"", ""start"": 10, ""end"": 24, ""source"": ""spacy""}, {""text"": ""age 36"", ""label"": ""DATE"", ""start"": 64, ""end"": 70, ""source"": ""spacy""}, {""text"": ""Tariq Hassan"", ""label"": ""PERSON"", ""start"": 91, ""end"": 103, ""source"": ""spacy""}, {""text"": ""tariq.hassan@sunriseenergy.com"", ""label"": ""EMAIL"", ""start"": 32, ""end"": 62, ""source"": ""regex""}, {""text"": ""192.168.5.5"", ""label"": ""IP_ADDRESS"", ""start"": 13, ""end"": 24, ""source"": ""regex""}]"
"I told support my SSN 550-12-3344, Visa ending 2210, phone 646-555-7712, email daria.volkov@apexanalytics.ru, and DOB 1990-03-19.","[SSN, CREDIT_CARD, PHONE, EMAIL, DATE/DOB]","[PHONE, EMAIL]","[EMAIL, PHONE, CREDIT_CARD, DATE/DOB, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 18, ""end"": 21, ""source"": ""spacy""}, {""text"": ""Visa"", ""label"": ""ORG"", ""start"": 35, ""end"": 39, ""source"": ""spacy""}, {""text"": ""2210"", ""label"": ""DATE"", ""start"": 47, ""end"": 51, ""source"": ""spacy""}, {""text"": ""646"", ""label"": ""CARDINAL"", ""start"": 59, ""end"": 62, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 114, ""end"": 117, ""source"": ""spacy""}, {""text"": ""1990-03-19"", ""label"": ""DATE"", ""start"": 118, ""end"": 128, ""source"": ""spacy""}, {""text"": ""daria.volkov@apexanalytics.ru"", ""label"": ""EMAIL"", ""start"": 79, ""end"": 108, ""source"": ""regex""}, {""text"": ""646-555-7712"", ""label"": ""PHONE"", ""start"": 59, ""end"": 71, ""source"": ""regex""}, {""text"": ""550-12-3344"", ""label"": ""SSN"", ""start"": 22, ""end"": 33, ""source"": ""regex""}]"
"Earlier I shared my name is Sergei Petrov, my email sergei.petrov@orionlabs.ru, my phone 212-555-7709, and that I live in Moscow.","[NAME, EMAIL, PHONE, location]","[PHONE, EMAIL]","[EMAIL, PHONE]","[{""text"": ""Sergei Petrov"", ""label"": ""PERSON"", ""start"": 28, ""end"": 41, ""source"": ""spacy""}, {""text"": ""212"", ""label"": ""CARDINAL"", ""start"": 89, ""end"": 92, ""source"": ""spacy""}, {""text"": ""Moscow"", ""label"": ""GPE"", ""start"": 122, ""end"": 128, ""source"": ""spacy""}, {""text"": ""sergei.petrov@orionlabs.ru"", ""label"": ""EMAIL"", ""start"": 52, ""end"": 78, ""source"": ""regex""}, {""text"": ""212-555-7709"", ""label"": ""PHONE"", ""start"": 89, ""end"": 101, ""source"": ""regex""}]"
"I mentioned my DOB 1992-01-05, email marta.k@vertex.ai, phone 415-555-7708, and IP 203.0.113.10.","[DATE/DOB, EMAIL, PHONE, IP]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""DOB"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""1992-01-05"", ""label"": ""DATE"", ""start"": 19, ""end"": 29, ""source"": ""spacy""}, {""text"": ""marta.k@vertex.ai"", ""label"": ""PERSON"", ""start"": 37, ""end"": 54, ""source"": ""spacy""}, {""text"": ""415"", ""label"": ""CARDINAL"", ""start"": 62, ""end"": 65, ""source"": ""spacy""}, {""text"": ""IP 203.0.113.10"", ""label"": ""ORG"", ""start"": 80, ""end"": 95, ""source"": ""spacy""}, {""text"": ""marta.k@vertex.ai"", ""label"": ""EMAIL"", ""start"": 37, ""end"": 54, ""source"": ""regex""}, {""text"": ""415-555-7708"", ""label"": ""PHONE"", ""start"": 62, ""end"": 74, ""source"": ""regex""}, {""text"": ""203.0.113.10"", ""label"": ""IP_ADDRESS"", ""start"": 83, ""end"": 95, ""source"": ""regex""}]"
"I said my SSN 441-22-1199, card ending 6612, email alex.rivera@quantum.dev, and name Alex Rivera.","[SSN, CREDIT_CARD, EMAIL, NAME]",[EMAIL],"[EMAIL, CREDIT_CARD, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 10, ""end"": 13, ""source"": ""spacy""}, {""text"": ""441"", ""label"": ""CARDINAL"", ""start"": 14, ""end"": 17, ""source"": ""spacy""}, {""text"": ""6612"", ""label"": ""DATE"", ""start"": 39, ""end"": 43, ""source"": ""spacy""}, {""text"": ""Alex Rivera"", ""label"": ""PERSON"", ""start"": 85, ""end"": 96, ""source"": ""spacy""}, {""text"": ""alex.rivera@quantum.dev"", ""label"": ""EMAIL"", ""start"": 51, ""end"": 74, ""source"": ""regex""}, {""text"": ""441-22-1199"", ""label"": ""SSN"", ""start"": 14, ""end"": 25, ""source"": ""regex""}]"
"I told them my phone 312-555-7707, email priya.menon@example.com, DOB 1992-03-13, and I live in Chicago.","[PHONE, EMAIL, DATE/DOB, location]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""312"", ""label"": ""CARDINAL"", ""start"": 21, ""end"": 24, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 66, ""end"": 69, ""source"": ""spacy""}, {""text"": ""1992-03-13"", ""label"": ""DATE"", ""start"": 70, ""end"": 80, ""source"": ""spacy""}, {""text"": ""Chicago"", ""label"": ""GPE"", ""start"": 96, ""end"": 103, ""source"": ""spacy""}, {""text"": ""priya.menon@example.com"", ""label"": ""EMAIL"", ""start"": 41, ""end"": 64, ""source"": ""regex""}, {""text"": ""312-555-7707"", ""label"": ""PHONE"", ""start"": 21, ""end"": 33, ""source"": ""regex""}]"
"Earlier I shared my IP 172.16.16.16, email michael.chen@sample.org, age 33, sex male, and name Michael Chen.","[IP, EMAIL, age, sex, NAME]",[EMAIL],[EMAIL],"[{""text"": ""IP 172.16.16.16"", ""label"": ""ORG"", ""start"": 20, ""end"": 35, ""source"": ""spacy""}, {""text"": ""age 33"", ""label"": ""DATE"", ""start"": 68, ""end"": 74, ""source"": ""spacy""}, {""text"": ""Michael Chen"", ""label"": ""PERSON"", ""start"": 95, ""end"": 107, ""source"": ""spacy""}, {""text"": ""michael.chen@sample.org"", ""label"": ""EMAIL"", ""start"": 43, ""end"": 66, ""source"": ""regex""}, {""text"": ""172.16.16.16"", ""label"": ""IP_ADDRESS"", ""start"": 23, ""end"": 35, ""source"": ""regex""}]"
"I mentioned my SSN 333-22-1109, Mastercard ending 7710, phone 646-555-7706, email sara.ahmed@bluewave.com, and DOB 1989-09-19.","[SSN, CREDIT_CARD, PHONE, EMAIL, DATE/DOB]","[PHONE, EMAIL]","[EMAIL, PHONE, CREDIT_CARD, DATE/DOB, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""333-22-1109"", ""label"": ""PRODUCT"", ""start"": 19, ""end"": 30, ""source"": ""spacy""}, {""text"": ""Mastercard"", ""label"": ""GPE"", ""start"": 32, ""end"": 42, ""source"": ""spacy""}, {""text"": ""7710"", ""label"": ""DATE"", ""start"": 50, ""end"": 54, ""source"": ""spacy""}, {""text"": ""646"", ""label"": ""CARDINAL"", ""start"": 62, ""end"": 65, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 111, ""end"": 114, ""source"": ""spacy""}, {""text"": ""1989-09-19"", ""label"": ""DATE"", ""start"": 115, ""end"": 125, ""source"": ""spacy""}, {""text"": ""sara.ahmed@bluewave.com"", ""label"": ""EMAIL"", ""start"": 82, ""end"": 105, ""source"": ""regex""}, {""text"": ""646-555-7706"", ""label"": ""PHONE"", ""start"": 62, ""end"": 74, ""source"": ""regex""}, {""text"": ""333-22-1109"", ""label"": ""SSN"", ""start"": 19, ""end"": 30, ""source"": ""regex""}]"
"I said I'm Liam O'Connor, email liam.oconnor@apexlogistics.io, phone 212-555-7705, and that I live in Manhattan.","[NAME, EMAIL, PHONE, location]","[PHONE, EMAIL]","[EMAIL, PHONE]","[{""text"": ""Liam O'Connor"", ""label"": ""PERSON"", ""start"": 11, ""end"": 24, ""source"": ""spacy""}, {""text"": ""212"", ""label"": ""CARDINAL"", ""start"": 69, ""end"": 72, ""source"": ""spacy""}, {""text"": ""Manhattan"", ""label"": ""GPE"", ""start"": 102, ""end"": 111, ""source"": ""spacy""}, {""text"": ""liam.oconnor@apexlogistics.io"", ""label"": ""EMAIL"", ""start"": 32, ""end"": 61, ""source"": ""regex""}, {""text"": ""212-555-7705"", ""label"": ""PHONE"", ""start"": 69, ""end"": 81, ""source"": ""regex""}]"
"I told them my DOB 1987-12-12, email maya.patel@novahealth.com, phone 718-555-7704, and IP 203.0.113.25.","[DATE/DOB, EMAIL, PHONE, IP]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""DOB"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""1987-12-12"", ""label"": ""DATE"", ""start"": 19, ""end"": 29, ""source"": ""spacy""}, {""text"": ""718"", ""label"": ""CARDINAL"", ""start"": 70, ""end"": 73, ""source"": ""spacy""}, {""text"": ""203.0.113.25"", ""label"": ""CARDINAL"", ""start"": 91, ""end"": 103, ""source"": ""spacy""}, {""text"": ""maya.patel@novahealth.com"", ""label"": ""EMAIL"", ""start"": 37, ""end"": 62, ""source"": ""regex""}, {""text"": ""718-555-7704"", ""label"": ""PHONE"", ""start"": 70, ""end"": 82, ""source"": ""regex""}, {""text"": ""203.0.113.25"", ""label"": ""IP_ADDRESS"", ""start"": 91, ""end"": 103, ""source"": ""regex""}]"
"Earlier I shared my SSN 121-55-7799, card ending 7719, email diego.f@sunlight.io, and name Diego Fernandez.","[SSN, CREDIT_CARD, EMAIL, NAME]",[EMAIL],"[EMAIL, CREDIT_CARD, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 20, ""end"": 23, ""source"": ""spacy""}, {""text"": ""121"", ""label"": ""CARDINAL"", ""start"": 24, ""end"": 27, ""source"": ""spacy""}, {""text"": ""7719"", ""label"": ""DATE"", ""start"": 49, ""end"": 53, ""source"": ""spacy""}, {""text"": ""Diego Fernandez"", ""label"": ""PERSON"", ""start"": 91, ""end"": 106, ""source"": ""spacy""}, {""text"": ""diego.f@sunlight.io"", ""label"": ""EMAIL"", ""start"": 61, ""end"": 80, ""source"": ""regex""}, {""text"": ""121-55-7799"", ""label"": ""SSN"", ""start"": 24, ""end"": 35, ""source"": ""regex""}]"
"I mentioned my phone 305-555-7703, email hannah.kim@horizonmedia.co, DOB 1994-05-25, and that I live in Miami.","[PHONE, EMAIL, DATE/DOB, location]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""305"", ""label"": ""CARDINAL"", ""start"": 21, ""end"": 24, ""source"": ""spacy""}, {""text"": ""hannah.kim@horizonmedia.co"", ""label"": ""PERSON"", ""start"": 41, ""end"": 67, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 69, ""end"": 72, ""source"": ""spacy""}, {""text"": ""1994-05-25"", ""label"": ""DATE"", ""start"": 73, ""end"": 83, ""source"": ""spacy""}, {""text"": ""Miami"", ""label"": ""GPE"", ""start"": 104, ""end"": 109, ""source"": ""spacy""}, {""text"": ""hannah.kim@horizonmedia.co"", ""label"": ""EMAIL"", ""start"": 41, ""end"": 67, ""source"": ""regex""}, {""text"": ""305-555-7703"", ""label"": ""PHONE"", ""start"": 21, ""end"": 33, ""source"": ""regex""}]"
"I said my IP 10.0.9.9, email noah.w@vertex.ai, age 29, sex male, and name Noah Williams.","[IP, EMAIL, age, sex, NAME]",[EMAIL],[EMAIL],"[{""text"": ""noah.w@vertex.ai"", ""label"": ""PERSON"", ""start"": 29, ""end"": 45, ""source"": ""spacy""}, {""text"": ""age 29"", ""label"": ""DATE"", ""start"": 47, ""end"": 53, ""source"": ""spacy""}, {""text"": ""Noah Williams"", ""label"": ""PERSON"", ""start"": 74, ""end"": 87, ""source"": ""spacy""}, {""text"": ""noah.w@vertex.ai"", ""label"": ""EMAIL"", ""start"": 29, ""end"": 45, ""source"": ""regex""}, {""text"": ""10.0.9.9"", ""label"": ""IP_ADDRESS"", ""start"": 13, ""end"": 21, ""source"": ""regex""}]"
"I told support my SSN 320-22-1144, Visa ending 6618, phone 213-555-7702, email ava.johnson@orioncloud.com, and DOB 1991-01-21.","[SSN, CREDIT_CARD, PHONE, EMAIL, DATE/DOB]","[PHONE, EMAIL]","[EMAIL, PHONE, CREDIT_CARD, DATE/DOB, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 18, ""end"": 21, ""source"": ""spacy""}, {""text"": ""320-22-1144"", ""label"": ""PRODUCT"", ""start"": 22, ""end"": 33, ""source"": ""spacy""}, {""text"": ""Visa"", ""label"": ""ORG"", ""start"": 35, ""end"": 39, ""source"": ""spacy""}, {""text"": ""6618"", ""label"": ""DATE"", ""start"": 47, ""end"": 51, ""source"": ""spacy""}, {""text"": ""213"", ""label"": ""CARDINAL"", ""start"": 59, ""end"": 62, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 111, ""end"": 114, ""source"": ""spacy""}, {""text"": ""1991-01-21"", ""label"": ""DATE"", ""start"": 115, ""end"": 125, ""source"": ""spacy""}, {""text"": ""ava.johnson@orioncloud.com"", ""label"": ""EMAIL"", ""start"": 79, ""end"": 105, ""source"": ""regex""}, {""text"": ""213-555-7702"", ""label"": ""PHONE"", ""start"": 59, ""end"": 71, ""source"": ""regex""}, {""text"": ""320-22-1144"", ""label"": ""SSN"", ""start"": 22, ""end"": 33, ""source"": ""regex""}]"
"Earlier I shared my name Ethan Brown, my email ethan.brown@stellarfinance.com, my phone 312-555-7701, and that I live in Chicago.","[NAME, EMAIL, PHONE, location]","[PHONE, EMAIL]","[EMAIL, PHONE]","[{""text"": ""Ethan Brown"", ""label"": ""PERSON"", ""start"": 25, ""end"": 36, ""source"": ""spacy""}, {""text"": ""312"", ""label"": ""CARDINAL"", ""start"": 88, ""end"": 91, ""source"": ""spacy""}, {""text"": ""Chicago"", ""label"": ""GPE"", ""start"": 121, ""end"": 128, ""source"": ""spacy""}, {""text"": ""ethan.brown@stellarfinance.com"", ""label"": ""EMAIL"", ""start"": 47, ""end"": 77, ""source"": ""regex""}, {""text"": ""312-555-7701"", ""label"": ""PHONE"", ""start"": 88, ""end"": 100, ""source"": ""regex""}]"
"I mentioned my DOB 1992-02-22, email olivia.g@greenspark.org, phone 415-555-7700, and IP 192.168.10.20.","[DATE/DOB, EMAIL, PHONE, IP]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""DOB"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""1992-02-22"", ""label"": ""DATE"", ""start"": 19, ""end"": 29, ""source"": ""spacy""}, {""text"": ""415"", ""label"": ""CARDINAL"", ""start"": 68, ""end"": 71, ""source"": ""spacy""}, {""text"": ""olivia.g@greenspark.org"", ""label"": ""EMAIL"", ""start"": 37, ""end"": 60, ""source"": ""regex""}, {""text"": ""415-555-7700"", ""label"": ""PHONE"", ""start"": 68, ""end"": 80, ""source"": ""regex""}, {""text"": ""192.168.10.20"", ""label"": ""IP_ADDRESS"", ""start"": 89, ""end"": 102, ""source"": ""regex""}]"
"I said my SSN 555-66-7781, card ending 6617, email sophia.m@quantum.dev, and name Sophia Martinez.","[SSN, CREDIT_CARD, EMAIL, NAME]",[EMAIL],"[EMAIL, CREDIT_CARD, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 10, ""end"": 13, ""source"": ""spacy""}, {""text"": ""555"", ""label"": ""CARDINAL"", ""start"": 14, ""end"": 17, ""source"": ""spacy""}, {""text"": ""6617"", ""label"": ""CARDINAL"", ""start"": 39, ""end"": 43, ""source"": ""spacy""}, {""text"": ""Sophia Martinez"", ""label"": ""PERSON"", ""start"": 82, ""end"": 97, ""source"": ""spacy""}, {""text"": ""sophia.m@quantum.dev"", ""label"": ""EMAIL"", ""start"": 51, ""end"": 71, ""source"": ""regex""}, {""text"": ""555-66-7781"", ""label"": ""SSN"", ""start"": 14, ""end"": 25, ""source"": ""regex""}]"
"I told them my phone 646-555-7699, email isabella.rob@apexlogistics.com, DOB 1991-11-11, and I live in Queens.","[PHONE, EMAIL, DATE/DOB, location]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""646"", ""label"": ""CARDINAL"", ""start"": 21, ""end"": 24, ""source"": ""spacy""}, {""text"": ""isabella.rob@apexlogistics.com"", ""label"": ""ORG"", ""start"": 41, ""end"": 71, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 73, ""end"": 76, ""source"": ""spacy""}, {""text"": ""1991-11-11"", ""label"": ""DATE"", ""start"": 77, ""end"": 87, ""source"": ""spacy""}, {""text"": ""Queens"", ""label"": ""GPE"", ""start"": 103, ""end"": 109, ""source"": ""spacy""}, {""text"": ""isabella.rob@apexlogistics.com"", ""label"": ""EMAIL"", ""start"": 41, ""end"": 71, ""source"": ""regex""}, {""text"": ""646-555-7699"", ""label"": ""PHONE"", ""start"": 21, ""end"": 33, ""source"": ""regex""}]"
"Earlier I shared my IP 203.0.113.70, email mason.lee@blueskytech.io, age 31, sex male, and name Mason Lee.","[IP, EMAIL, age, sex, NAME]",[EMAIL],[EMAIL],"[{""text"": ""age 31"", ""label"": ""DATE"", ""start"": 69, ""end"": 75, ""source"": ""spacy""}, {""text"": ""Mason Lee"", ""label"": ""PERSON"", ""start"": 96, ""end"": 105, ""source"": ""spacy""}, {""text"": ""mason.lee@blueskytech.io"", ""label"": ""EMAIL"", ""start"": 43, ""end"": 67, ""source"": ""regex""}, {""text"": ""203.0.113.70"", ""label"": ""IP_ADDRESS"", ""start"": 23, ""end"": 35, ""source"": ""regex""}]"
"I mentioned my SSN 110-77-2209, Mastercard ending 6616, phone 212-555-7698, email logan.c@emberstudios.com, and DOB 1992-12-01.","[SSN, CREDIT_CARD, PHONE, EMAIL, DATE/DOB]","[PHONE, EMAIL]","[EMAIL, PHONE, CREDIT_CARD, DATE/DOB, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""Mastercard"", ""label"": ""GPE"", ""start"": 32, ""end"": 42, ""source"": ""spacy""}, {""text"": ""212"", ""label"": ""CARDINAL"", ""start"": 62, ""end"": 65, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 112, ""end"": 115, ""source"": ""spacy""}, {""text"": ""1992-12-01"", ""label"": ""DATE"", ""start"": 116, ""end"": 126, ""source"": ""spacy""}, {""text"": ""logan.c@emberstudios.com"", ""label"": ""EMAIL"", ""start"": 82, ""end"": 106, ""source"": ""regex""}, {""text"": ""212-555-7698"", ""label"": ""PHONE"", ""start"": 62, ""end"": 74, ""source"": ""regex""}, {""text"": ""110-77-2209"", ""label"": ""SSN"", ""start"": 19, ""end"": 30, ""source"": ""regex""}]"
"I said I'm James Thompson, email j.thompson@delta-robotics.com, phone 646-555-7697, and that I live in Queens.","[NAME, EMAIL, PHONE, location]","[PHONE, EMAIL]","[EMAIL, PHONE]","[{""text"": ""James Thompson"", ""label"": ""PERSON"", ""start"": 11, ""end"": 25, ""source"": ""spacy""}, {""text"": ""646"", ""label"": ""CARDINAL"", ""start"": 70, ""end"": 73, ""source"": ""spacy""}, {""text"": ""Queens"", ""label"": ""GPE"", ""start"": 103, ""end"": 109, ""source"": ""spacy""}, {""text"": ""j.thompson@delta-robotics.com"", ""label"": ""EMAIL"", ""start"": 33, ""end"": 62, ""source"": ""regex""}, {""text"": ""646-555-7697"", ""label"": ""PHONE"", ""start"": 70, ""end"": 82, ""source"": ""regex""}]"
